line_237	line_237	1	-0.0198066	0.0408338	-0.0156574	0.00299534	0.0444058
line_239	line_239	0	-0.0181703	-0.183293	0.00532634	-0.00419392	0.0161132
line_256	line_256	1	0.0349762	0.00657187	-0.0195271	0.013394	0.00252458
line_280	line_280	1	0.0274333	0.00153975	-0.0152705	0.0232781	-0.00844278
line_287	line_287	1	0.0243877	0.00895935	-0.00144987	0.0237455	-0.0154855
line_301	line_301	0	-0.0192589	0.0239653	-0.0117481	0.0346658	0.0201698
line_303	line_303	0	0.0402208	0.00294074	-0.0357418	0.078571	0.435602
line_304	line_304	1	0.0420844	0.00590649	-0.0307666	0.0991233	0.469946
line_306	line_306	1	0.0359923	0.00170935	-0.0313606	0.0870737	0.479315
line_307	line_307	0	0.028826	0.00547455	-0.0171985	0.0113413	0.015107
line_309	line_309	0	0.0394643	0.00557057	-0.00823444	0.0171865	-0.0424129
line_310	line_310	1	0.0242742	0.0100245	0.00422682	0.0230764	-0.0127767
line_313	line_313	0	-0.161883	0.0888775	0.020033	0.0578505	-0.00489278
line_315	line_315	0	0.025811	0.00139366	-0.0118681	0.0212893	-0.0116915
line_317	line_317	1	0.0212089	-0.0677086	0.00209088	0.0151971	-0.0168337
line_318	line_318	1	0.0250277	0.0122145	-0.00140512	0.0496924	-0.0105592
line_319	line_319	1	0.0402831	0.0141675	-0.011385	0.0151256	-0.010848
line_320	line_320	1	0.0310711	0.0115167	0.00373571	0.0204489	-0.0236725
line_321	line_321	1	0.0158576	0.0366139	-0.0528766	-0.258516	-0.00407621
line_324	line_324	0	-0.0242731	-0.206369	-0.00249042	-0.00445554	0.0032878
line_325	line_325	0	0.0342138	0.0071192	0.00314942	0.025846	0.0393337
line_332	line_332	0	0.0080228	-0.0558472	0.0122882	0.016879	-0.0177214
line_335	line_335	1	0.0283934	0.0150883	-0.00416133	0.0208991	-0.00555742
line_336	line_336	1	-0.0274691	0.0640832	-0.012416	0.0309076	0.102033
line_338	line_338	1	-0.0260562	0.0665415	-0.0155962	0.0256113	0.102739
line_340	line_340	1	0.0266944	0.0107059	-0.00176733	0.0296626	-0.0258469
line_348	line_348	0	-0.312229	-0.18741	0.0607306	0.0536437	-0.132525
line_350	line_350	0	-0.31095	-0.186882	0.0579518	0.0496322	-0.129014
line_352	line_352	1	-0.0789925	-0.237924	0.00235466	-0.110252	0.103131
line_354	line_354	0	0.041745	0.0126972	-0.00664561	0.0592697	-0.0583391
line_355	line_355	1	0.0435356	0.0142915	-0.00693449	0.0604108	-0.0567996
line_356	line_356	1	0.0377454	0.00381385	-0.00887056	0.0102974	-0.0138192
line_357	line_357	0	0.0270856	0.00462266	-0.00978959	0.0217417	-0.00773784
line_358	line_358	0	-0.30738	-0.195251	0.0614874	0.0588524	-0.14056
line_359	line_359	0	-0.16399	0.115541	0.00615761	0.0360171	0.0154346
line_360	line_360	1	0.0347532	0.00880556	-0.0124244	-0.0131497	-0.00640985
line_361	line_361	1	0.0258578	0.00121229	-0.0153134	0.0233673	-0.033241
line_362	line_362	1	0.0365932	0.00428381	-0.00707483	0.0196216	-0.0020228
line_365	line_365	1	0.0392117	0.0100544	-0.0222218	-0.0239902	-0.0327479
line_367	line_367	0	0.0261075	0.00540557	0.00561418	0.0248243	-0.0116623
line_370	line_370	1	0.0290873	0.0149667	0.00177288	0.0310924	-0.00776257
line_371	line_371	0	0.0361721	0.00851243	0.00222102	0.0273584	-0.0181402
line_373	line_373	0	0.0298654	-0.000561127	-0.0169404	0.0156894	-0.0177841
line_374	line_374	1	-0.023704	-0.195615	0.0145125	-0.0108386	-0.000439981
line_375	line_375	0	0.0307315	0.00368696	-0.00777368	0.0228432	-0.0154104
line_377	line_377	0	-0.0174845	0.0496793	-0.0135486	0.0537947	0.0984423
line_379	line_379	0	0.0321976	0.0162845	-0.0012853	0.0259254	-0.0208766
line_380	line_380	1	0.0227419	0.00789401	-0.00970158	0.0186985	-0.00359838
line_381	line_381	0	-0.025224	0.0437471	-0.00754677	0.014961	0.0151888
line_382	line_382	1	0.0370087	0.0144672	-0.021168	0.0197829	-0.0234744
line_383	line_383	1	-0.154456	0.105532	0.0149411	0.0520014	0.0139536
line_385	line_385	0	0.0745638	0.040886	0.514291	-0.0980714	0.0335896
line_386	line_386	0	-0.154316	0.109771	0.0395603	0.0399667	0.0104643
line_390	line_390	0	-0.17911	0.0234468	0.015701	0.0211369	0.00832121
line_391	line_391	0	0.0322926	0.0123829	0.0127692	0.0237181	-0.0367384
line_392	line_392	0	0.0550604	0.0340921	0.341819	-0.0560951	0.0170352
line_395	line_395	0	0.0753611	0.0426124	0.53016	-0.101205	0.0298832
line_397	line_397	1	0.0339638	0.00376553	-0.0117933	0.0264455	-0.0276756
line_399	line_399	0	0.0724985	0.0390048	0.494948	-0.0905731	0.0280832
line_405	line_405	1	-0.0183188	0.0490315	-0.00802345	0.0462959	0.0116599
line_406	line_406	0	-0.142015	0.0934345	0.0119231	0.0316264	0.0317632
line_409	line_409	1	-0.0279822	-0.0615369	-0.0264145	-0.0762717	0.0796632
line_426	line_426	0	-0.0194469	0.0482667	-0.013791	0.0536049	0.0263975
line_427	line_427	0	0.0375319	0.000941987	-0.00157143	0.0172127	0.00277288
line_437	line_437	0	-0.021901	-0.198638	0.00188325	-0.0124591	0.0435509
line_439	line_439	0	0.0305181	0.0217909	-0.0148414	0.00894056	-0.0244648
line_440	line_440	1	0.033981	0.000595068	-0.0162477	0.0165143	-0.053332
line_441	line_441	1	0.0312121	0.0103254	-0.00470986	0.034826	-0.0217903
line_443	line_443	0	-0.0164998	0.029207	-0.0033652	0.0337317	0.0108062
line_461	line_461	1	0.0334895	0.0112429	-0.0140632	0.00951661	-0.0209617
line_486	line_486	1	0.0274511	-0.000243206	-0.00591983	0.0301083	-0.0268871
line_491	line_491	0	0.0352385	0.00623592	-0.0130614	0.0198763	-0.0171817
line_492	line_492	0	-0.165134	0.120008	0.0283142	0.0575736	0.0229988
line_502	line_502	0	-0.0192448	0.043519	-0.00575394	0.0095727	-0.0115765
line_505	line_505	1	0.0315368	-0.00475569	-0.0157995	0.0215804	-0.0211641
line_508	line_508	0	0.0320271	0.00632747	0.0033413	0.0424758	-0.0278153
line_509	line_509	0	0.0334076	0.00817362	0.00381194	0.0346177	-0.0225473
line_513	line_513	1	0.0335856	0.00554833	-0.00969869	0.0301758	-0.00636154
line_517	line_517	0	0.0343081	0.0074342	-0.0063965	0.0331801	-0.000387722
line_528	line_528	1	-0.0227556	0.0434729	-0.00981705	0.0334661	0.051341
line_530	line_530	1	0.0276027	0.0141517	-0.00317965	0.0285727	-0.0162097
line_531	line_531	1	0.0311417	0.00777214	0.00339883	0.0267544	-0.0112544
line_535	line_535	1	0.0334913	0.00771219	-0.00333776	0.0289654	-0.0268705
line_551	line_551	1	0.0139745	-0.0684312	-0.00846591	0.000758437	0.00246218
line_555	line_555	1	-0.0190023	-0.190436	0.00563269	0.00152226	0.0170866
line_559	line_559	0	0.0233586	-0.0471176	-0.00850124	-0.00507276	-0.0608351
line_563	line_563	0	-0.00917792	0.0356766	-0.0150187	0.00589286	0.0494688
line_566	line_566	0	0.0120009	-0.0712138	-0.00107809	-0.0169218	-0.00361571
line_584	line_584	1	-0.14111	0.129956	-0.0633811	-0.301064	0.0460329
line_589	line_589	1	0.0346151	-0.00486401	-0.0289542	-0.0744793	-0.0033076
line_595	line_595	1	-0.163617	0.104106	0.0258516	0.0509872	0.00216334
line_596	line_596	0	0.0380938	0.0111307	-0.0193649	0.0140603	-0.0366111
line_627	line_627	0	-0.138487	0.0916296	-0.00256245	0.00700394	0.0454335
line_630	line_630	0	-0.150856	0.0926287	-0.0118184	-0.0113857	0.045479
line_634	line_634	1	0.0302963	-0.00238948	-0.0115179	0.0126643	-0.0248991
line_639	line_639	1	0.0259663	-0.00109048	-0.0197309	0.000645371	0.0145112
line_642	line_642	0	0.0364047	0.00135681	-0.018906	0.0291431	0.110531
line_646	line_646	1	0.043233	0.027136	-0.0185434	-0.000858924	-0.0917252
line_703	line_703	0	0.0352348	0.00877906	-0.00671221	0.0276208	-0.0158957
line_705	line_705	1	0.0291447	0.00998366	-0.00891246	0.0147489	-0.0209606
line_707	line_707	1	-0.00697727	-0.149949	0.0115982	-0.000119102	0.0175228
line_712	line_712	1	-0.0313033	-0.256536	-0.0125297	-0.175102	0.10601
line_714	line_714	0	-0.0208898	-0.190984	-0.00333719	0.00209767	0.0139196
line_716	line_716	1	0.0396739	0.00775576	-0.00951425	0.0331903	-0.0257542
line_721	line_721	1	0.0330044	0.00943118	-0.0207404	0.0332719	-0.0150028
line_727	line_727	1	0.031448	0.00935139	-0.0175061	0.00176266	-0.0264272
line_730	line_730	1	0.0285209	0.00162346	-0.0192079	-0.0244887	0.00748272
line_732	line_732	0	0.0371977	0.0075601	-0.0193426	-0.00256696	-0.0487214
line_737	line_737	1	0.0223202	0.0317592	-0.0470134	-0.251367	-0.0163771
line_738	line_738	1	0.0162046	-0.0551343	-0.00192529	0.0132815	-0.00106251
line_748	line_748	1	-0.159023	0.114058	-0.0720595	-0.346167	0.0498015
line_757	line_757	0	0.0252531	0.0116256	-0.000556754	0.0300686	-0.00815086
line_761	line_761	1	0.026	0.00200257	-0.0162772	-0.0139543	-0.0044157
line_765	line_765	0	0.0367563	0.0191536	-0.0211363	0.0181224	-0.0206838
line_774	line_774	0	0.0331286	0.0216797	-0.0332068	-0.0313923	0.000437074
line_776	line_776	1	0.0472945	0.0170828	-0.0212242	0.0186906	-0.0940572
line_783	line_783	1	0.0437307	0.0162092	-0.0401244	-0.0123332	-0.0148084
line_786	line_786	1	0.0420858	0.0219827	-0.0138998	0.017954	-0.0911538
line_787	line_787	1	0.0369761	0.0292757	-0.0492592	-0.0955651	-0.0494596
line_790	line_790	1	0.0342678	-0.00909608	-0.041734	-0.0826751	0.00604826
line_796	line_796	1	0.0307957	0.00682744	-0.023784	0.00671529	-0.0132665
line_799	line_799	0	0.0196004	0.0348023	-0.0731425	-0.379129	0.012548
line_801	line_801	1	0.0100511	0.0558461	-0.0851264	-0.331967	0.00806405
line_802	line_802	1	-0.0307219	0.0649748	-0.0631294	-0.241199	-0.00731018
line_804	line_804	1	0.0295538	0.0014562	-0.0129827	0.0314945	-0.0234977
line_805	line_805	1	0.0283934	-0.0015294	-0.0183672	-0.00880573	0.00715736
line_808	line_808	0	0.030907	0.0135163	-0.0112585	0.020867	-0.0288838
line_810	line_810	0	-0.0223779	-0.186363	-0.00077772	-0.0285471	0.0358253
line_812	line_812	0	-0.0196239	0.010522	-0.0136439	0.039167	0.123302
line_818	line_818	1	0.0334218	-0.00403188	-0.0163153	0.0162874	-0.0451261
line_819	line_819	1	0.019654	-0.0303629	-0.043611	-0.158121	0.0328675
line_820	line_820	1	-0.0142807	-0.156381	0.0136293	0.00340336	0.00983517
line_821	line_821	1	0.0348283	0.0136795	-0.0276911	-0.0349948	0.0476086
line_822	line_822	1	0.0449017	0.0146164	0.00167916	0.0164048	-0.0415731
line_832	line_832	1	0.0430467	0.0172446	0.00523932	0.0087295	-0.0275293
line_837	line_837	1	-0.167025	0.0958847	0.0158276	0.0438493	-0.00811792
line_843	line_843	0	0.0350335	0.0183546	-0.0187016	0.0479676	-0.0579894
line_849	line_849	0	-0.0181801	0.0313864	-0.010425	0.00869481	0.00917717
line_850	line_850	1	0.0523421	0.0139459	-0.0251649	-0.0328595	-0.0448519
line_852	line_852	1	0.0371394	0.0166392	-0.0154859	0.0196698	0.0932918
line_853	line_853	1	0.0470436	0.0163623	-0.0337077	-0.022246	-0.0382943
line_855	line_855	1	0.0106568	-0.0937427	0.0149749	-0.00696636	0.028489
line_857	line_857	0	0.0312656	0.0149977	-0.0113508	0.0379874	0.0639444
line_859	line_859	1	0.0483853	0.00286395	-0.0312668	-0.0357113	-0.0442142
line_861	line_861	1	-0.0304798	-0.217609	0.00604191	-0.0558754	0.0409246
line_879	line_879	1	0.038911	0.0168456	-0.0247745	0.0442631	-0.0575849
line_882	line_882	1	0.0469007	0.00250753	-0.0224303	0.0242127	-0.0934164
line_884	line_884	1	0.024723	0.00336931	-0.0117617	0.0201291	-0.0347472
line_887	line_887	1	0.0412381	0.00900957	-0.0196031	0.0249086	-0.0950851
line_890	line_890	1	0.0326029	0.00566693	-0.0173552	0.0173657	-0.0110741
line_892	line_892	1	0.0322127	0.00640222	-0.0144671	0.0300552	-0.012699
line_894	line_894	0	-0.156948	0.0941929	0.000755036	-0.0194756	0.0364322
line_897	line_897	1	0.0310091	0.0149353	-0.0193032	0.0263002	-0.0394102
line_900	line_900	0	0.0331637	0.02077	-0.00656008	-0.0940524	-0.0305973
line_907	line_907	0	0.0264977	0.0219466	-0.0504429	-0.196649	-0.0123485
line_908	line_908	0	-0.012054	-0.15807	0.000312829	-0.0233339	0.00508643
line_911	line_911	0	0.0354142	0.0113022	-0.0192821	-0.000784559	6.22E-05
line_913	line_913	1	0.0320549	0.012253	-0.0470377	-0.113306	-0.028725
